,predict,grouth_True,class_id
5208,"P. Cầm Đông, TP. Cầm Phả","P. Cẩm Đông, TP. Cẩm Phả",ADDRESS
5209,Ngày bán:14/08/2020 19:19,Ngày bán: 14/08/2020 19:19,TIMESTAMP
5210,"TỔNG TIẾN PHẢI T, TOÁN",TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
5211,8.400,8.400,TOTAL_COST
5212,Vincommerce,VinCommerce,SELLER
5213,VMẻ TTM Chơ Sủi M,WM+ TTTH Chợ Sủi,ADDRESS
5214,"Số 42 Phố Sủi, xã Phú Thị","Số 42 Phố Sủi, xã Phú Thị",ADDRESS
5215,"Nguyện Gia Lâm, Hà Nội","huyện Gia Lâm, Hà Nội",ADDRESS
5216,Ngày bán:10/08/2020 15:19,Ngày bán: 10/08/2020 15:19,TIMESTAMP
5217,TỔNG TIỀN PHẢI T. TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
5218,60.000,60.000,TOTAL_COST
5219,MINIMART ANAN,MINIMART ANAN,SELLER
5220,Chợ Sủi Phú Thị Gia Làm,Chợ sửi Phú Thị Gia Lâm,ADDRESS
5221,Ngày: 11/08/2020-18:01,Ngày: 11/08/2020 - 18:01,TIMESTAMP
5222,Tổng cộng:,Tổng cộng:,TOTAL_COST
5223,"65,000","65,000",TOTAL_COST
5224,Ngay: 23/09/2019 11:00:11,Ngày: 23/09/2019 11:00:11,TIMESTAMP
5225,Saigon Co.op,saigon co.op,SELLER
5226,Co.0p Food HN THE K-PARK,Co.op Food HN THE K-PARK,SELLER
5227,"""Tang 1,SH42 - Toa K3,Cong trinh chung cu","Tang 1,SH42 - Toa K3, Cong trinh chung cu",ADDRESS
5228,ket hop dich vu tren o dat H-C12 thuoc,ket hop dich vu tren D dat H-CT2 thuoc Du an Dau tu xay dung Khu nha o Hi Brand,ADDRESS
5229,"tai khu do thi moi van phu,","tai Khu do thi moi Van Phu,",ADDRESS
5230,"P. Phu La, Q. Ha Dong, Tp Ha Noi","P. Phu La, Q. Ha Dong, Tp Ha Noi",ADDRESS
5231,Tong so tien thanh toan:,Tong so tien thanh toan:,TOTAL_COST
5232,NHÀ SÁCH GD-TC CẨM PHẢ,NHÀ SÁCH GD-TC CẨM PHẢ,SELLER
5233,ĐC. 212HA S% TRần Phú-Cẩm Phà,ĐC: 212 Đường Trần Phú - Cẩm Phả,ADDRESS
5234,070333102454-18108/2020,Thời gian : 10/24 S4 - 13/08/2020,TIMESTAMP
5235,Tổng số thanh loàn,Tổng số thanh toán,TOTAL_COST
5236,92.000d,"92,000đ",TOTAL_COST
5237,Vincommerce,VinCommerce,SELLER
5238,VM% ONH 1060-1062 Trần Phú,VM+QNH 1060-1062 Trần Phú,ADDRESS
5239,Số 1080-1082 Đường Trần Phú Thế,Số 10604062 Đường Trần Phú,ADDRESS
5240,"TR. Câm Phà, Quàng Ninh","TP.Cẩm Phả, Quảng Ninh",ADDRESS
5241,Ngày bán:13/08/2020 18:44,Ngày bán: 13/08/2020 18:44,TIMESTAMP
5242,TỔNG TIỀN PHẢI T.TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
5243,43.200,43.200 43.200,TOTAL_COST
5244,Vincommerce,VM Commerce,SELLER
5245,VIA ONH 1089-08211,VM + QNH 1060-1062 Trần Phú,ADDRESS
5246,Số 1080-1082 Đường Trần Phú,Số 1060-1062 Đường Trần PHú,ADDRESS
5247,"TP. Cầm Phả, Quống Nam","TP. Cẩm Phả, Quảng Ninh",ADDRESS
5248,Ngày bản: 12/08/2020 18:04,Ngày bán: 12/08/2020 18:04,TIMESTAMP
5249,TỔNG TIẾN PHẢI T.TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
5250,19.500,10.500,TOTAL_COST
5251,MINIMART ANAN,MINIMART ANAN,SELLER
5252,Và Chợ Sủi Phú Thị Gia Làm Đó,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
5253,Ngày: 10/08/2020-18:20,Ngày: 10/08/2020 - 18:20,TIMESTAMP
5254,Tổng cộng 2,Tổng cộng,TOTAL_COST
5255,"75,500","75,500",TOTAL_COST
5256,the coffee house,THE COFFEE HQUSE,SELLER
5257,"403 Phan Huy Ích, P.14, Q.Gò Vấp","403 Phan Huy Ích, P.14, Q.Gò Vấp",ADDRESS
5258,13 Thời gian:30.09.2020 08.13,Thời gian: 30:09:2020 08.13,TIMESTAMP
5259,Thanh Toán:,Thanh Toán,TOTAL_COST
5260,35 000,35000,TOTAL_COST
5261,CỮA HÀNG NĂM OÁNH,CỬA HÀNG NĂM OÁNH,SELLER
5262,"Thôn Phú Thíng, Xã Phú Thị, Hàm Oàn Làm, TP Hà Nội","Thôn Phú Thuỵ, Xã Phú Thị, Huyện Gia Lâm, TP Hà Nội",ADDRESS
5263,Ngày: 10-08-2020,Ngày: 10-08-2020,TIMESTAMP
5264,Cộng tiến hàng,Cộng tiền hàng,TOTAL_COST
5265,"63,000","63,000",TOTAL_COST
5266,Vincommerce,VinCommerce,SELLER
5267,VM% QNH Dư án KDC lấn biền coc 6,NM4-QNH Dư án KDC lấn biển coc 6,ADDRESS
5268,"DA khu DCLB coc 8, p. cầm sơn","DA khu DCLB cọc 8, P.Cẩm Sơn",ADDRESS
5269,"TP. Câm Pha, T. Quảng Ninh","TP. Cẩm Phả, T.Quảng Ninh",ADDRESS
5270,Ngày bán: 14/08/2020 16:05,Ngày bán: 14/08/2020 16:05,TIMESTAMP
5271,TỔNG TIẾN PHẢI T TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
5272,33.800,33.800,TOTAL_COST
5273,Co.op Food HN THE K-PARK,Co.op Food HN THE K-PARK,SELLER
5274,"""13 Tang 1,SH42 - Toa K3,Cong trinh chung cu thanh""","Tang 1,SH42 - Toa K3, Cong trinh chung cu",ADDRESS
5275,ket hop dich vu tren o dat H-CT2 thuoc,ket hop đich vu tren o dat H-CT2 thuoc,ADDRESS
5276,The Du an Dau tu xay dung Khu nha o Hi Brand Con Tranh,Du an Dau tu xay dung Khu nha o Hi Brand,ADDRESS
5277,"tai Khu do thi moi van phu,","tai Khu do thi moi Van Phu,",ADDRESS
5278,"P. Phu La, Q. Ha Dong, Tp Ha Noi","P. Phu La, Q. Ha Dong, Tp Ha Noi",ADDRESS
5279,Ngay: 17/09/2019,Ngày: 17/09/2019,TIMESTAMP
5280,11:35:49,11:35:49,TIMESTAMP
5281,Tong so tien thanh toan:,Tong so tien thanh toan:,TOTAL_COST
5282,"23,000.00","23,000.00",TOTAL_COST
5283,MINIMART ANAN,MINIMART ANAN,SELLER
5284,Chợ Sủi Phú Thị Gia Làm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
5285,Ngày: 12/08/2020-10:46,Ngày: 12/08/2020 - 10:46,TIMESTAMP
5286,Tổng tiền:,Tổng tiền,TOTAL_COST
5287,"116,010","116,010",TOTAL_COST
5288,Vincommerce,VinCommerce,SELLER
5289,VM% QNH 1060-1062 Trần Phú,VM+QNH 10604062 Trần Phú,ADDRESS
5290,Số 1060-1062 Đường Trần Phú,Số 1060-1062 Đường Trần Phú,ADDRESS
5291,"TP. Câm Phà, Quảng Ninh","TP.Cẩm Phả, Quảng Ninh",ADDRESS
5292,Ngày:13/08/2020,Ngày: 13/08/2020,TIMESTAMP
5293,Thời gian:21:00,Thời gian: 21:00,TIMESTAMP
5294,Saigon Co.op,Saigon Co.op,SELLER
5295,Co.op Food HN VAN KHE,Co.op Food HN VAN KHE,SELLER
5296,400m2 tang 01 toa nha CTSA,400m2 tang 01 toa nha CT5A,ADDRESS
5297,thuoc du an van khe tai dia chi,thuoc du an Van Khe tai dia chi,ADDRESS
5298,"Khu do thi Van Khe, Ha Dong, Tp.Ha Noi","Khu do thị Van Khe, Ha Dong, Tp.Ha Noi",ADDRESS
5299,Ngay: 14/08/2020,Ngày: 14/08/2020,TIMESTAMP
5300,20:56:23,20:56:23,TIMESTAMP
5301,Tong so tien thanh toan:,Tong so tien thanh toan:,TOTAL_COST
5302,"163,024.00","163,024.00",TOTAL_COST
5303,MINIMART ANAN,MINIMART ANAN,SELLER
5304,Và Chợ Sủi Phu Thị Gia Lâm Đó,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
5305,11 Ngày: 09/08/2020-16:2901,Ngày: 09/08/2020-16 29,TIMESTAMP
5306,Tổng tiền,Tổng tiền,TOTAL_COST
5307,"216,016","216,016",TOTAL_COST
5308,Vincommerce,VinCommerce,SELLER
5309,VM% QNH 690 Trần Phú,VM+ QNH 690 Trần Phú,ADDRESS
5310,Số 590 Trần Phú P Cầm Thuỷ,Số 590 Trần Phú P. Cẩm Thuỷ,ADDRESS
5311,Ngày bán: 15/08/2020 07:41,Ngày bán: 15/08/2020 07:41,TIMESTAMP
5312,TỔNG TIỀN PHẢI T. TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
5313,3.997,3.997,TOTAL_COST
5314,Vincommerce,VM Commerce,SELLER
5315,VIÊN 01H 108.1082 TIỀN PHÁ,VM+ O14H 1099-1052 Trần Phú,ADDRESS
5316,"TP. Cầm Phá, Quảng Nuôi","YP . Cẩm Phả, Quảng Ninh",ADDRESS
5317,Ngày bán: 12/08/2020 16:19,Ngày bán: 12/08/2020 16:19,TIMESTAMP
5318,TỔNG TIẾN PHẢI T. TOÁN,TÔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
5319,141.200,141.200,TOTAL_COST
5320,Vincommerce,VinCommerce,SELLER
5321,VM% QNH 86 Trần Phú,VM+ QNH 86 Trần Phú,ADDRESS
5322,"Số 36 Đường Trần Phú, P. Cầm Tây","Số 36 Đường Trần Phú, P. Cẩm Tây",ADDRESS
5323,TP Câm Phá 1. Quảng Ninh,"TP Cẩm Phả, T.Quảng Ninh",ADDRESS
5324,19 Ngày bán:08/08/2020 08:39,Ngày bán: 08/08/2020 08:39,TIMESTAMP
5325,"TỔNG TIỀN PHẢI T, TOÁN",TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
5326,10.600,10.600,TOTAL_COST
5327,Vincommerce,VinCommerce,SELLER
5328,"VM4 QNH Tổ 7, Khu Minh Tiến A","VM+ QNH Tổ 7, Khu Minh Tiến A",ADDRESS
5329,"Tờ 7, Khu Minh Tiến A","Tổ 7, Khu Minh Tiến A",ADDRESS
5330,"P. Cầm Bình, TP. Cẩm Phả, QNH","P. Cẩm Bình, TP. Cẩm Phả, QNH",ADDRESS
5331,Ngày:09/08/2020,Ngày: 09/08/2020,TIMESTAMP
5332,Thời gian:11:13,Thời gian: 11:13,TIMESTAMP
5333,Địa Chỉ Mi W.,ĐỊA CHỈ ĐẠI LÝ,ADDRESS
5334,Cam Binh Can Pha On,CẨM BÌNH CẨM PHẢ QN,ADDRESS
5335,NGAY:,NAM,TIMESTAMP
5336,09/08/2020,09/08/2020,TIMESTAMP
5337,12:16:33,22:16:33,TIMESTAMP
5338,THANH TOÁN,THANH TOÁI,TOTAL_COST
5339,3,3,TOTAL_COST
5340,"UNDA95,638",VND495. 638,TOTAL_COST
5341,MINIMART ANAN,MINIMART ANAN,SELLER
5342,Chợ Sủi Phú Thị Gia Làm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
5343,Ngày: 16/08/2020-09:48,Ngày: 16/08/2020 09:48,TIMESTAMP
5344,Tổng tiền,Tổng tiền,TOTAL_COST
5345,"226,000","226,000",TOTAL_COST
5346,MINIMART ANAN,MINIMART ANAN,SELLER
5347,Chợ Sủi Phú Thị Gia Lâm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
5348,Ngày: 12/08/2020-13:14,Ngày: 12/08/2020 - 13:14,TIMESTAMP
5349,Tổng cộng:,Tổng cộng :,TOTAL_COST
5350,"294,000","294,000",TOTAL_COST
5351,MINIMART ANAN,MINIMART ANAN,SELLER
5352,Chợ Sủi Phú Thị Gia Lâm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
5353,Ngày: 12/08/2020-08:04,Ngày: 12/08/2020 - 08:08:04,TIMESTAMP
5354,Tổng cộng:,Tổng cộng :,TOTAL_COST
5355,"73,900","73,900",TOTAL_COST
5356,SCTC CÓ THỎ 104 TRẦN PHÚ - CẤM,SCTC cổ THổ 104 TRẦN PHÚ - CẨM,SELLER
5357,PHẢ,PHA,SELLER
5358,104 Trần Phú - phường Cấm tâylý Thành phố Cấm,"104 Trần Phú, phường Cẩm Tây, Thành phố Cẩm",ADDRESS
5359,Phả - Quảng Ninh,Phả - Quảng Tỉnh,ADDRESS
5360,Ngày: 08/08/2020(1033 CH-1033 CH),Ngày: 08/08/2020 (10:33 CH - 10:33 CH),TIMESTAMP
5361,Tổng thanh toán,Tống thanh toán,TOTAL_COST
5362,50.000,50.000đ,TOTAL_COST
5363,MINIMARTANAN,MINIMART ANAN,SELLER
5364,Chợ Sủi Phú Thị Gia Lâm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
5365,Tổng tiền:,Tổng tiền:,TOTAL_COST
5366,Ngày: 13/08/2020-10:35,Ngày: 13/08/2020-10:35,TIMESTAMP
5367,"116,000","116,000",TOTAL_COST
5368,Legend,Legend,SELLER
5369,Welcome to Trung Nguyen Legend 19,Helcome to Trung Nguyen Legend,SELLER
5370,Add: 683 - 685 duong 3/2 P.6 Q.10 - HCM,Add: 683 - 685 duong 3/2 P.6 Q.10 - HCM,ADDRESS
5371,Ngay: 04/20/19 11:25,Ngày: 04/20/19/19 11:25,TIMESTAMP
5372,Total VND,Total VND,TOTAL_COST
5373,"64,000","64,000",TOTAL_COST
5374,NHÀ SÁCH GDÀI TC CẦM PHÁ,NHÀ SÁCH GD-TC CẨM PHẢ,SELLER
5375,ĐC.212HA SÁCH PHO CẦM PHÒ,ĐC: 212 Đường Trần Phú - Cẩm Phả,ADDRESS
5376,03330330330108/2020,Thời gian: 10:00:44 - 13/08/2020,TIMESTAMP
5377,Tổng số thanh toàn:,Tổng số thanh toán,TOTAL_COST
5378,5.000d,5.000đ,TOTAL_COST
5379,PHÔ MỎI,PHÓ MỞ,SELLER
5380,Tổ 7 khu Tân Lập 4 - P.Cẩm Thủy,Tổ 7 khu Tân Lập 4 - P.Cẩm Thủy,ADDRESS
5381,Tp. Cẩm Phả - Quảng Ninh,Tp. Cẩm Phả - Quảng Ninh,ADDRESS
5382,13/08/2020 - 19:63,13/08/2020 - 19:53,TIMESTAMP
5383,Tổng cộng:,Tổng cộng:,TOTAL_COST
5384,"70,000","70,000",TOTAL_COST
5385,MINIMART ANAN,MINIMART ANAN,SELLER
5386,Chợ Sủi Phú Thị Gia Làm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
5387,Ngày: 13/08/2020-08:46,Ngày : 13/08/2020 08:46,TIMESTAMP
5388,Tổng cộng:,Tổng cộng,TOTAL_COST
5389,"50,000","50,000",TOTAL_COST
5390,NHÀ SÁCH GD.TC CẨM PHẢ,NHÀ SÁCH GD-TC CẨM PHẢ,SELLER
5391,Đc: 212 Đường Trần Phú Cầm Phá,ĐC: 212 Đường Trần Phú - Tâm Phú,ADDRESS
5392,Thời gian:10:09:55 - 15/08/2020,Thời gian: 10:09:55 - 15/08/2020,TIMESTAMP
5393,Tổng số thanh toán:,Tổng số thanh toán,TOTAL_COST
5394,85.000d,85.000đ,TOTAL_COST
5395,MINIMART ANAN,MINIMART ANAN,SELLER
5396,Chợ Sủi Phú Thị Gia Lâm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
5397,Ngày: 16/08/2020-17:26,Ngày: 16/08/2020 - 17:26,TIMESTAMP
5398,Tổng cộng,Tổng cộng,TOTAL_COST
5399,"85,000","85,000",TOTAL_COST
5400,Vincommerce,VinCommerce,SELLER
5401,VM% QNH Dự án KDC lấn biển coc ô,VM+QNH Dự án KDC lấn biển cọc 6,ADDRESS
5402,"DA khu DCLB coc 6, p. câm sơn","DA khu DCLB coc 8, P. Cẩm Sơn",ADDRESS
5403,"TP. Câm Phà, T. Quảng Ninh","TP.Cẩm Phả, T.Quảng Ninh",ADDRESS
5404,Ngày bán:14/08/2020 19:41,Ngày bán: 14/08/2020 19:41,TIMESTAMP
5405,TỔNG TIỀN PHẢI T. TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
5406,41.000,41.000 41.000,TOTAL_COST
5407,CỬA HÀNG NĂM OÁNH,CỬA HÀNG NĂM OÁNH,SELLER
5408,"Thôn Phú Thuy, Xã Phú Thị, Huyện Gia Lâm, TP Hà Nội","Thôn Phú Thuỵ, Xã Phú Thị, Huyện Gia Lâm, TP Hà Nội",ADDRESS
5409,Ngày: 12-08-2020,Ngày: 12-08-2020,TIMESTAMP
5410,Cộng tiên hàng,Cộng tiền hàng tiền hàng,TOTAL_COST
5411,"79,295","79,295",TOTAL_COST
5412,NHÀ SÁCH GD-TC CẨM PHẢ,NHÀ SÁCH GD-TC CẨM PHẢ,SELLER
5413,Đc: 212 Đường Trần Phú-Cẩm Phả,Đc: 212 Đường Trần Phú-Cẩm Phả,ADDRESS
5414,Thời gian:09:13:16 - 15/08/2020,Thời gian: 09:13:16 - 15/08/2020,TIMESTAMP
5415,Tổng số thanh toán,Tổng số thanh toán,TOTAL_COST
5416,126.000,126.000đ,TOTAL_COST
5417,13/08/2020,13/08/2020,TIMESTAMP
5418,03:07,0307,TIMESTAMP
5419,Tổng giá trị TT:,Tổng giá trị TT:,TOTAL_COST
5420,"111,945","111,945",TOTAL_COST
5421,Vincommerce,VinCommerce,SELLER
5422,WOM NGƯỜI TÂM,VM+QNH 1060-1062 Trần PHú,ADDRESS
5423,Ngày bản: 13/08/2020 21/14,Ngày bán: 13/08/2020,TIMESTAMP
5424,tổng tiến phải t. toán này,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
5425,39.000,39.000,TOTAL_COST
5426,Saicon Co.op,Saigon Co.op,SELLER
5427,Co.0p Food HN THE K-PARK,Co.op Food HN THE K-PARK,SELLER
5428,"Tang 1,5H42 - Toa K3, Cong trinh chung cu","Tang 1,SH42 - Toa K3, Cong trinh chung cu",ADDRESS
5429,ant rip dich vu tren o dat H-CT2 thuoc,ket hop dich vu tren o dat H-CT2 thuoc,ADDRESS
5430,nor an Dau tu xay dung Khu nha o Hi Brand,Du an Dau tu xay dung Khu nha o Hi Brand,ADDRESS
5431,"tai Khu do thi moi Van Phu,","tai Khu do thi moi Van Phu,",ADDRESS
5432,"P. Phu La, 1. Ha Dong, Tp Ha Noi","P. Phu La, Q. Ha Dong, Tp Ha Noi",ADDRESS
5433,Ngay: 20/09/2019 13:24:28,Ngày: 20/09/2019 13:24:28,TIMESTAMP
5434,Tong so tien thanh toan: to,Tong so tien thanh toan:,TOTAL_COST
5435,"14,000.00","14,000.00",TOTAL_COST
5436,MINIMART ANAN,MINIMART ANAN,SELLER
5437,Chợ Sủi Phú Thị Gia Lâm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
5438,Ngày: 15/08/2020-17:17,Ngày: 15/08/2020 - 17:17,TIMESTAMP
5439,"114,000","114,000",TOTAL_COST
5440,Tổng cộng,Tổng cộng cộng,TOTAL_COST
5441,MINIMART ANAN,MINIMART ANAN,SELLER
5442,Chợ Sủi Phú Thị Gia Lâm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
5443,Ngày: 12/08/2020-14:57,Ngày: 12/08/2020 - 14:57,TIMESTAMP
5444,Tổng cộng:,Tổng cộng cộng,TOTAL_COST
5445,"77,000","77,000",TOTAL_COST
5446,MINIMARTANAN,MINIMART ANAN,SELLER
5447,Chợ Sùi Phú Thị ANAN,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
5448,Ngày: 15/08/2020-18:24,Ngày: 15/08/2020 - 18:24,TIMESTAMP
5449,Tổng tiền,Tổng tiền,TOTAL_COST
5450,"553,750","553,750",TOTAL_COST
5451,Vincommerce,VinCommerce,SELLER
5452,VM% QNH 112 Thanh Niên,VM+ QNH 112 Thanh Niên,ADDRESS
5453,Sở 112 Thanh Niên P. Cảm Thành,"Số 112 Thanh Miện, P. Cẩm Thành",ADDRESS
5454,"TP. Cảm Phà, Quảng Hình Thị","TP. Cẩm Phả, Quảng Ninh",ADDRESS
5455,Ngày bán: 10/08/2020 18:19,Ngày bán: 10/08/2020 18:19,TIMESTAMP
5456,TỔNG TIỀN PHẢI T. TOÁN,HỒNG TIỀN PHẢI T.TOÁN,TOTAL_COST
5457,49.500,49.500,TOTAL_COST
5458,Vincommerce,VinCommerce,SELLER
5459,VM% QNH Dư án quỹ đất đường sắt,VM + QNH Dự án quỹ đất đường sắt,ADDRESS
5460,DA QĐ dọc tuyến ĐS Tổ 3 Khu 2,DA QĐ doc tuyến ĐS Tổ 3 Khu 2,ADDRESS
5461,"P. Cảm Sơn, TP. Cảm Phả, T. QN","P. Cẩm Sơn, TP. Cẩm Phả, T. QN",ADDRESS
5462,Ngày bán: 15/08/2020 10:38,Ngày bán: 15/08/2020 10:38,TIMESTAMP
5463,TỔNG TIẾN PHẢI T. TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
5464,25.600,25.600,TOTAL_COST
5465,Ngay: 23/09/2019,Ngày: 23/09/2019,TIMESTAMP
5466,10:54:55,10:54:55,TIMESTAMP
5467,"201,840.00","201,840.00",TOTAL_COST
5468,Tong so tien thanh toan:,Tong so tien thanh toan:,TOTAL_COST
5469,Chợ Súi Phú Thị Gia Lâm,Chợ sửi phú Thị Gia Lâm,ADDRESS
5470,MINIMART ANAN,MINIMART ANAN,SELLER
5471,Ngày: 17/08/2020-18:31,Ngày: 17/08/2020 - 18:31,TIMESTAMP
5472,Tổng tiền:,Tổng tiền:,TOTAL_COST
5473,"149,000","149,000",TOTAL_COST
5474,Vincommerce,VinCommerce,SELLER
5475,VM% anh 590 Trần Phú,VM+ QNH 590 Trần Phú,ADDRESS
5476,"196 Sỏ 590 Trần Phú, P. Cầm Thuy","Số 590 Trần Phú, P. Cẩm Thuỷ",ADDRESS
5477,"TP. Càm Phả, Quảng Ninh","TP. Cẩm Phả, Quảng Ninh",ADDRESS
5478,Ngày bán: 15/08/2020 09:58,Ngày bán: 15/08/2020 09:58,TIMESTAMP
5479,TỔNG TIẾN PHẢI T. TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
5480,78.166,78.166,TOTAL_COST
5481,Vincommerce,VinCommerce,SELLER
5482,VM4 QNH 112 Thanh Niên,VM+ CNH 112 Thanh Niệm,ADDRESS
5483,"Số 112 Thanh Niên, P. Cầm Thành","Số 112 Thanh Niên, P. Cẩm Thành",ADDRESS
5484,"TP. Cảm Phà, Quảng Ninh","TP. Cẩm Phả, Quảng Ninh",ADDRESS
5485,Ngày bán:15/08/2020 11:28,Ngày bán: 15/08/2020 11:28,TIMESTAMP
5486,NHƯ TỔNG TIẾN PHẢI T. TOÁN NAM,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
5487,425.336,425.336,TOTAL_COST
5488,minimart anan,MINIMART ANAN,SELLER
5489,Chợ Sôi Pm Thị Gin Làm,Chợ Sủi Phú THị Gia Lâm,ADDRESS
5490,Ngày: 17/08/2020-18:39,Ngày: 17/08/2020 - 18:39,TIMESTAMP
5491,Tổng cộng:,Tổng cộng:,TOTAL_COST
5492,"392,000","392,000",TOTAL_COST
5493,Vincommerce,VinCommerce,SELLER
5494,VM% QNH Số 463 Tổ 66 Khu Diêm Thủy,NM+ QNH Số 463 Tổ 66 Khu Diêm Thuỷ,ADDRESS
5495,"Số 463, Tổ 66, Khu Diêm Thuy","Số 463, Tổ 66, Khu Diêm Thuy",ADDRESS
5496,"12 P. Câm Đông, TP. Cảm Phà","P.Câm Đông, TP>Câm Pha",ADDRESS
5497,Ngày bán:15/08/2020 07:22,Ngày bán: 15/08/2020 07:22,TIMESTAMP
5498,TỔNG TIỀN PHẢI T. TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
5499,9.000,9.000,TOTAL_COST
5500,Vincommerce,VinCommerce,SELLER
5501,VM% QNH 1060-1062 Trần Phú,VM+QNH 1060-1062 Trần Phú,ADDRESS
5502,Số 1060-1062 Đường Trần Phú,Số 1060-1062 Đường Trần Phú,ADDRESS
5503,"TP. Câm Phà, Quảng Ninh","TP.Cẩm Phả, Quảng Ninh",ADDRESS
5504,Ngày:14/08/2020,Ngày : 14/08/2020,TIMESTAMP
5505,Thời gian:06:45,Thời gian: 06:45,TIMESTAMP
5506,Vincommerce,VinCommerce,SELLER
5507,"VIM% GNH T67, Khu Mình Tiến A","VM+QNH Tổ 7, Khu Minh Tiến Â",ADDRESS
5508,"Tố 7, Khu Minh Thần A Nha","Tổ 7, khu Minh Tiến A",ADDRESS
5509,"P. Cầm Bình, TP. Cầm Phà, Qinh","P. Cẩm Bình, Tp. Cẩm Phả, QNH",ADDRESS
5510,11 Ngày bán: 10/08/2020 11:37,Ngày bán: 10/08/2020 11:37,TIMESTAMP
5511,TỔNG TIẾN PHẢI T. TOÁN THỊ,HỒNG TIẾN PHẢI T.TOÁN,TOTAL_COST
5512,129.000,129.000,TOTAL_COST
5513,NHÀ SÁCH GD-TC CẨM PHÁ,NHÀ SÁCH GD-TC CẨM PHẢ,SELLER
5514,Đc: 212 Đường Trần Phú-Cẩm Phả,ĐC: 212 Đường Trần Phú-Cẩm Phả,ADDRESS
5515,19 Thời gian:09:23:28-11/08/2020,Thời gian: 09:23:28 - 11/08/2020,TIMESTAMP
5516,Tổng số thanh toán:,Tổng số thanh toán :,TOTAL_COST
5517,100.000,100.000đ,TOTAL_COST
5518,TRONG NHÀ SÁCH GD-TC CẨM PHẢI,NHÀ SÁCH GD-TC CẨM PHẢ,SELLER
5519,Đc: 212 Đường Trần Phú-Cẩm Phả Nhà,ĐC: 212 Đường Trần Phú-Cẩm Phả,ADDRESS
5520,Thời gian:21:39:07 - 14/08/2020,Thời gian 21:39:07 - 14/08/2020,TIMESTAMP
5521,Tổng số thanh toán:,Tổng số thanh toán,TOTAL_COST
5522,342.500d,342.500đ,TOTAL_COST
5523,Tong so tien thanh toan;,Tong so tien thanh toan:,TOTAL_COST
5524,"18,200.00","18,200.00",TOTAL_COST
5525,Ngay: 23/09/2019 9:10:04,Ngày: 23/09/2019 9:10:04,TIMESTAMP
5526,"Tang 1,SHA2 Toa K3, Cong trinh chung cu","Tang 1,SH42 - Toa K3, Cong trinh chung cu",ADDRESS
5527,Du an Dau tu xay dung Khu nha o Hi Brond,Du an Dau tu xay dung Khu nha o Hi Brand,ADDRESS
5528,"tai khu do thi moi van phu,","tai Khu do thi moi Van Phu,",ADDRESS
5529,"P. Phu La, 0, Ha Dong, Tp Ha Noi","P. Phu La, Q.Ha Dong, Tp Ha Noi",ADDRESS
5530,Saigon Co.op,Saigon Co.op,SELLER
5531,Co. op Food HN Thế K-PARK,Co.op Food HN THE K-PARK,SELLER
5532,Vincommerce,VinCommerce,SELLER
5533,VM% (ONH 1060-1062 Trần Phú,VM+ QNH 1060-1062 Trần Phú,ADDRESS
5534,Số 10 80-1062 Đường Trần Phú,Số 1060-1062 Đường Trần Phú,ADDRESS
5535,"TP. Cầm Phá, Quảng Ninh","TT. Cẩm Phả, Quảng Ninh",ADDRESS
5536,Ngày bán:12/08/2020 16:17,Ngày bán: 12/08/2020 16:17,TIMESTAMP
5537,VÀ TỔNG TIỀN PHẢI T.TOÁN NAM,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
5538,21.277,21.277,TOTAL_COST
5539,MINIMART ANAN,MINIMART ANAN,SELLER
5540,Chợ Sủi Phú Thị Gia Lâm Đó,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
5541,Ngày: 13/08/2020-17:34,Ngày: 13/08/2020 - 17:34,TIMESTAMP
